"AccountScore","Account Id","BillingState","CloseDate","Division","Industry","Ownership","Rating","StartDate","Type","CLV"
"A",15812,"New York","2015-08-29","Ground Vehicle","Technology","Public","Hot","2015-07-14","Competitor",21200
"D",1874,"New York","2014-07-09","Compliance","Biotechnology","Private","Hot","2014-05-25","Competitor",22640
"B",564,"Texas","2015-03-09","Naval","Biotechnology","Public","Hot","2014-12-22","Competitor",17180
"D",16402,"California","2014-03-30","Ground Vehicle","Shipping","Public","Cold","2014-02-05","Customer",19200
"D",18216,"Texas","2015-04-01","Ground Vehicle","Shipping","Private","Hot","2015-01-24","Customer",22200
"B",17482,"Texas","2015-10-01","Ground Vehicle","Hospitality","Private","Warm","2015-07-15","Customer",19200
"G",49420,"New York","2015-10-30","Standard Hardware","Retail","Public","Warm","2015-09-10","Consulting",11230
"G",19196,"California","2014-12-18","Miniaturized Parts","Hospitality","Public","Hot","2014-11-14","Competitor",18890
"F",49256,"New York","2015-07-31","Standard Hardware","Shipping","Private","Hot","2015-05-24","Customer",12230
"A",3187,"Texas","2016-01-10","Compliance","Banking","Public","Warm","2015-10-21","Consulting",19640
"A",12615,"California","2014-11-29","Ground Vehicle","Hospitality","Private","Hot","2014-10-04","Customer",20680
"F",7301,"Texas","2014-05-07","Mapping","Consulting","Public","Hot","2014-02-06","Customer",16700
"F",7058,"Boston","2015-01-10","Mapping","Manufacturing","Public","Hot","2014-10-31","Customer",21060
"F",12851,"Texas","2015-12-29","Ground Vehicle","Banking","Public","Cold","2015-10-18","Customer",19200
"F",10415,"Texas","2016-02-18","Ground Vehicle","Hospitality","Public","Warm","2015-12-10","Customer",19200
"B",7236,"California","2015-10-26","Mapping","Retail","Public","Hot","2015-08-26","Competitor",20060
"A",12753,"Boston","2014-06-11","Ground Vehicle","Banking","Public","Cold","2014-04-13","Customer",19200
"B",9902,"Texas","2015-05-10","Ground Vehicle","Consulting","Private","Hot","2015-03-04","Customer",19200
"J",43554,"Boston","2014-06-03","Standard Materials","Manufacturing","Public","Cold","2014-05-01","Customer",19160
"B",24316,"Texas","2014-11-11","Frames","Consulting","Public","Cold","2014-08-25","Consulting",20680
"F",7977,"Texas","2015-04-23","Mapping","Banking","Public","Hot","2015-02-09","Competitor",21060
"B",6669,"California","2015-07-02","Mapping","Retail","Public","Hot","2015-04-22","Customer",23060
"A",22193,"Texas","2015-02-22","Engine Parts","Shipping","Public","Warm","2015-01-24","Customer",20160
"B",17801,"Texas","2015-05-15","Ground Vehicle","Banking","Public","Hot","2015-02-28","Competitor",21680
"E",2280,"New York","2016-03-02","Compliance","Hospitality","Private","Hot","2015-12-31","Customer",23640
"F",14581,"Texas","2014-06-06","Ground Vehicle","Consulting","Private","Hot","2014-03-19","Customer",19200
"A",54631,"Texas","2015-07-01","Navigation","Manufacturing","Public","Cold","2015-06-04","Customer",19640
"D",54118,"Boston","2014-07-04","Navigation","Banking","Public","Cold","2014-06-05","Customer",19640
"A",17639,"Boston","2015-12-04","Ground Vehicle","Hospitality","Private","Warm","2015-10-18","Customer",19200
"I",42002,"New York","2015-07-25","Standard Materials","Retail","Public","Cold","2015-06-19","Customer",25160
"G",3205,"Boston","2014-09-21","Compliance","Banking","Private","Hot","2014-07-11","Competitor",24640
"F",17995,"Texas","2014-08-19","Ground Vehicle","Banking","Private","Cold","2014-06-04","Customer",25680
"B",15261,"Texas","2014-09-16","Ground Vehicle","Banking","Private","Cold","2014-07-02","Customer",21200
"C",13690,"New York","2015-04-22","Ground Vehicle","Apparel","Public","Hot","2015-03-08","Customer",19200
"B",24477,"California","2016-01-14","Frames","Technology","Private","Hot","2015-11-05","Competitor",20330
"B",14408,"Texas","2014-06-29","Ground Vehicle","Consulting","Public","Hot","2014-04-09","Consulting",20680
"B",19503,"New York","2016-01-25","Miniaturized Parts","Retail","Private","Hot","2015-11-28","Competitor",16090
"B",329,"Texas","2015-07-22","Naval","Apparel","Private","Hot","2015-05-13","Customer",24180
"B",48852,"Texas","2014-11-17","Standard Hardware","Hospitality","Private","Warm","2014-08-24","Partner",17230
"A",42531,"New York","2014-07-26","Standard Materials","Banking","Public","Cold","2014-06-15","Customer",20160
"B",6095,"Texas","2015-11-02","Standard Mounts","Hospitality","Private","Warm","2015-08-22","Customer",20200
"A",22373,"Texas","2015-11-30","Engine Parts","Consulting","Public","Cold","2015-11-09","Partner",20640
"A",43485,"Texas","2015-09-28","Standard Materials","Banking","Public","Cold","2015-08-19","Customer",20160
"F",12703,"Texas","2015-06-17","Ground Vehicle","Banking","Private","Cold","2015-04-01","Customer",19200
"H",11112,"California","2016-02-26","Ground Vehicle","Biotechnology","Private","Hot","2015-12-31","Customer",18680
"A",24097,"Texas","2014-07-08","Frames","Banking","Private","Hot","2014-05-31","Customer",19680
"B",185,"Texas","2014-08-13","Naval","Hospitality","Private","Hot","2014-05-24","Customer",17180
"F",16112,"New York","2016-02-15","Ground Vehicle","Apparel","Public","Hot","2015-11-24","Customer",19200
"B",51234,"Texas","2014-06-28","Standard Hardware","Shipping","Public","Cold","2014-03-30","Customer",17230
"A",8193,"California","2014-05-16","Mapping","Technology","Public","Hot","2014-03-27","Customer",16700
"F",10879,"Texas","2014-08-25","Ground Vehicle","Shipping","Public","Warm","2014-06-29","Customer",19200
"B",10731,"Boston","2015-09-05","Ground Vehicle","Banking","Public","Cold","2015-06-21","Customer",19200
"B",10269,"Texas","2014-05-26","Ground Vehicle","Hospitality","Private","Warm","2014-03-06","Customer",19200
"I",14265,"California","2014-11-07","Ground Vehicle","Retail","Private","Cold","2014-09-06","Customer",19200
"C",5398,"Texas","2015-04-27","Standard Mounts","Retail","Private","Cold","2015-02-10","Customer",20200
"G",3394,"Boston","2014-05-23","Compliance","Technology","Private","Hot","2014-04-19","Customer",25640
"B",49421,"New York","2015-02-14","Standard Hardware","Retail","Public","Cold","2014-11-21","Partner",21230
"B",5484,"Texas","2015-09-27","Standard Mounts","Hospitality","Private","Cold","2015-07-19","Customer",19200
"B",1423,"Texas","2016-01-07","Compliance","Hospitality","Private","Warm","2015-10-28","Partner",21640
"F",14714,"Texas","2014-06-05","Ground Vehicle","Hospitality","Private","Warm","2014-03-28","Consulting",20680
"B",25168,"Texas","2015-03-23","Frames","Manufacturing","Private","Hot","2014-12-29","Customer",22910
"D",42129,"Texas","2015-09-09","Standard Materials","Retail","Public","Cold","2015-08-12","Customer",20160
"K",14592,"Texas","2014-06-18","Ground Vehicle","Hospitality","Public","Warm","2014-04-21","Customer",19200
"E",478,"Texas","2015-04-17","Naval","Manufacturing","Private","Hot","2015-02-23","Customer",14880
"B",16694,"Texas","2014-05-20","Ground Vehicle","Retail","Public","Cold","2014-03-20","Customer",19200
"F",50662,"New York","2014-04-26","Standard Hardware","Apparel","Public","Hot","2014-01-30","Partner",9230
"B",3488,"Texas","2015-06-16","Compliance","Biotechnology","Private","Hot","2015-03-26","Competitor",24220
"B",50485,"Texas","2015-04-12","Standard Hardware","Shipping","Public","Warm","2015-02-01","Customer",21230
"B",16680,"California","2014-06-27","Ground Vehicle","Retail","Private","Cold","2014-04-16","Customer",21680
"B",51344,"New York","2014-05-20","Raw Materials","Technology","Public","Hot","2014-02-27","Customer",27900
"G",7786,"Texas","2015-08-20","Mapping","Consulting","Private","Warm","2015-07-04","Consulting",38060
"C",11605,"Texas","2015-08-07","Ground Vehicle","Retail","Private","Cold","2015-06-08","Customer",19200
"D",43917,"Texas","2014-08-24","Standard Materials","Retail","Public","Cold","2014-07-19","Customer",19160
"B",9522,"Texas","2014-11-16","Ground Vehicle","Retail","Public","Cold","2014-09-08","Customer",19200
"B",3399,"California","2014-11-14","Compliance","Technology","Private","Hot","2014-09-16","Consulting",20640
"G",169,"California","2014-06-09","Naval","Hospitality","Private","Hot","2014-04-23","Customer",16180
"B",14597,"Texas","2015-11-08","Ground Vehicle","Hospitality","Private","Cold","2015-08-19","Customer",19200
"B",49226,"California","2015-07-18","Standard Hardware","Shipping","Private","Hot","2015-04-22","Consulting",23230
"F",5841,"Texas","2015-06-03","Standard Mounts","Manufacturing","Public","Hot","2015-03-07","Customer",24580
"B",8420,"Texas","2015-12-08","Mapping","Consulting","Public","Hot","2015-09-26","Competitor",44060
"G",51538,"California","2014-08-19","Raw Materials","Hospitality","Public","Hot","2014-07-04","Customer",44219
"A",41975,"New York","2014-08-26","Standard Materials","Shipping","Public","Cold","2014-07-24","Customer",18160
"B",16571,"New York","2014-05-06","Ground Vehicle","Retail","Private","Cold","2014-02-17","Customer",20200
"A",18523,"California","2015-06-21","Miniaturized Parts","Hospitality","Public","Hot","2015-06-03","Customer",17890
"B",18831,"Texas","2015-03-01","Miniaturized Parts","Consulting","Private","Hot","2014-12-12","Partner",23890
"K",49432,"Texas","2014-04-18","Standard Hardware","Retail","Private","Warm","2014-02-14","Partner",26230
"D",21993,"Texas","2014-08-10","Engine Parts","Retail","Public","Cold","2014-07-09","Customer",20640
"A",12711,"Texas","2015-10-31","Ground Vehicle","Banking","Public","Cold","2015-09-03","Customer",19200
"A",10575,"Boston","2015-03-16","Ground Vehicle","Banking","Private","Cold","2015-02-01","Customer",20200
"H",12478,"Texas","2015-03-26","Ground Vehicle","Hospitality","Private","Warm","2015-01-16","Customer",19200
"A",22426,"California","2015-04-17","Engine Parts","Hospitality","Public","Hot","2015-03-09","Customer",24160
"C",41552,"Texas","2014-09-23","Standard Materials","Banking","Public","Cold","2014-08-21","Customer",20160
"A",6494,"Texas","2015-02-17","Mapping","Technology","Public","Hot","2014-12-18","Customer",19700
"A",21267,"Texas","2016-01-17","Engine Parts","Apparel","Public","Hot","2015-12-27","Customer",21640
"B",13427,"Texas","2015-05-12","Ground Vehicle","Biotechnology","Private","Hot","2015-02-27","Competitor",19200
"B",11745,"Texas","2014-04-22","Ground Vehicle","Retail","Private","Cold","2014-02-05","Customer",19200
"H",15046,"Texas","2015-02-13","Ground Vehicle","Hospitality","Private","Warm","2014-12-19","Customer",19200
"A",41943,"Boston","2015-02-24","Standard Materials","Shipping","Public","Cold","2015-01-26","Customer",20160
"I",54528,"Boston","2014-10-27","Navigation","Retail","Public","Cold","2014-09-26","Customer",20290
"F",17096,"Texas","2014-05-10","Ground Vehicle","Consulting","Public","Hot","2014-03-05","Customer",19200
"A",52007,"Boston","2015-05-25","Raw Materials","Manufacturing","Private","Hot","2015-04-18","Customer",36120
"B",7526,"Texas","2014-04-14","Mapping","Manufacturing","Private","Hot","2014-01-20","Customer",17700
"B",9210,"New York","2015-12-29","Ground Vehicle","Shipping","Public","Hot","2015-10-12","Customer",20680
"B",18264,"Texas","2015-02-11","Ground Vehicle","Shipping","Private","Warm","2014-11-16","Customer",19200
"C",3061,"Texas","2015-02-16","Compliance","Hospitality","Public","Hot","2014-12-27","Competitor",17220
"E",19184,"New York","2014-05-03","Miniaturized Parts","Hospitality","Public","Warm","2014-03-06","Customer",17890
"H",16461,"Texas","2014-03-01","Ground Vehicle","Shipping","Private","Cold","2014-01-02","Customer",19200
"D",42085,"California","2015-02-08","Standard Materials","Retail","Public","Cold","2014-12-30","Customer",20160
"B",19598,"California","2015-08-15","Miniaturized Parts","Hospitality","Public","Hot","2015-05-29","Reseller",18890
"A",14774,"Texas","2015-04-06","Ground Vehicle","Hospitality","Private","Hot","2015-02-13","Partner",22680
"G",15884,"Texas","2015-03-26","Ground Vehicle","Biotechnology","Public","Hot","2015-02-08","Competitor",25200
"B",3062,"California","2014-04-18","Compliance","Hospitality","Public","Hot","2014-02-12","Competitor",25220
"G",15477,"Boston","2014-08-03","Ground Vehicle","Manufacturing","Private","Hot","2014-06-01","Customer",21200
"F",443,"New York","2014-10-07","Naval","Banking","Private","Hot","2014-07-24","Customer",16180
"F",10299,"New York","2015-10-15","Ground Vehicle","Hospitality","Public","Warm","2015-07-28","Customer",21200
"C",17498,"California","2016-02-08","Ground Vehicle","Hospitality","Private","Warm","2015-12-11","Customer",19200
"F",51479,"New York","2014-08-25","Raw Materials","Retail","Public","Hot","2014-07-05","Customer",22120
"B",50573,"Texas","2014-11-18","Standard Hardware","Shipping","Public","Warm","2014-09-25","Customer",16230
"F",8095,"Texas","2016-02-23","Mapping","Manufacturing","Private","Hot","2015-11-27","Customer",17700
"F",50477,"Texas","2015-12-27","Standard Hardware","Shipping","Public","Warm","2015-10-09","Customer",17230
"C",18406,"Texas","2015-11-21","Miniaturized Parts","Shipping","Private","Hot","2015-09-23","Customer",17890
"A",7717,"Texas","2015-01-16","Mapping","Shipping","Private","Hot","2014-12-02","Competitor",18700
"B",9097,"California","2015-01-12","Ground Vehicle","Apparel","Private","Hot","2014-10-30","Customer",20200
"D",15801,"Texas","2015-11-10","Ground Vehicle","Technology","Private","Hot","2015-09-12","Customer",19200
"E",7884,"New York","2015-04-10","Mapping","Hospitality","Public","Hot","2015-02-09","Customer",32200
"A",12900,"Texas","2014-06-26","Ground Vehicle","Banking","Private","Cold","2014-04-25","Customer",19200
"F",6026,"New York","2015-08-25","Standard Mounts","Retail","Public","Warm","2015-06-08","Consulting",18680
"G",9218,"California","2016-02-29","Ground Vehicle","Shipping","Private","Hot","2015-12-20","Customer",19680
"B",13409,"California","2015-06-18","Ground Vehicle","Biotechnology","Private","Hot","2015-04-30","Competitor",22200
"K",50202,"Texas","2014-07-05","Standard Hardware","Retail","Private","Warm","2014-05-28","Consulting",7230
"E",42231,"Texas","2015-11-20","Standard Materials","Consulting","Public","Cold","2015-10-10","Customer",20160
"E",21696,"Texas","2015-08-01","Engine Parts","Consulting","Public","Cold","2015-06-26","Partner",22160
"B",10955,"Texas","2014-07-06","Ground Vehicle","Shipping","Private","Warm","2014-04-21","Customer",19200
"B",49250,"New York","2015-02-27","Standard Hardware","Shipping","Private","Hot","2014-12-13","Customer",18230
"A",24381,"New York","2014-10-08","Frames","Banking","Private","Hot","2014-08-07","Customer",22680
"B",7591,"New York","2014-03-31","Mapping","Technology","Public","Hot","2014-02-01","Competitor",18700
"F",18659,"New York","2015-10-27","Miniaturized Parts","Technology","Private","Hot","2015-08-22","Customer",21890
"B",49139,"Texas","2014-09-26","Standard Hardware","Apparel","Public","Hot","2014-07-02","Partner",16230
"B",14594,"California","2016-02-25","Ground Vehicle","Hospitality","Private","Cold","2015-12-29","Customer",19200
"B",16381,"California","2015-08-11","Ground Vehicle","Shipping","Private","Hot","2015-05-29","Competitor",18680
"D",21671,"California","2015-05-10","Engine Parts","Retail","Public","Cold","2015-04-17","Customer",20640
"A",10649,"Texas","2014-07-21","Ground Vehicle","Banking","Public","Hot","2014-05-13","Customer",19200
"B",19446,"New York","2014-12-20","Miniaturized Parts","Apparel","Public","Hot","2014-09-28","Customer",24890
"F",1419,"California","2015-08-08","Compliance","Hospitality","Public","Warm","2015-06-03","Consulting",17220
"B",50918,"Texas","2014-07-21","Standard Hardware","Retail","Public","Warm","2014-05-07","Consulting",10230
"E",51644,"New York","2015-09-27","Raw Materials","Manufacturing","Public","Hot","2015-08-25","Customer",27120
"D",41575,"Boston","2014-04-06","Standard Materials","Banking","Public","Cold","2014-03-09","Customer",19160
"J",43553,"Boston","2015-06-05","Standard Materials","Manufacturing","Public","Cold","2015-04-29","Customer",19160
"B",19464,"New York","2015-06-12","Miniaturized Parts","Shipping","Public","Hot","2015-03-16","Competitor",20890
"B",25095,"New York","2015-06-30","Frames","Banking","Public","Hot","2015-04-28","Competitor",20330
"G",13323,"Texas","2014-03-22","Ground Vehicle","Biotechnology","Private","Warm","2014-01-23","Consulting",19200
"A",42539,"Texas","2015-04-27","Standard Materials","Banking","Public","Cold","2015-04-03","Customer",19160
"F",1143,"New York","2015-07-14","Compliance","Apparel","Public","Hot","2015-05-03","Customer",17220
"B",9958,"California","2015-08-06","Ground Vehicle","Hospitality","Private","Cold","2015-06-18","Customer",19200
"E",17012,"Texas","2016-02-27","Ground Vehicle","Consulting","Private","Hot","2015-12-26","Competitor",19200
"B",17475,"Texas","2015-02-26","Ground Vehicle","Hospitality","Private","Hot","2014-12-20","Competitor",21200
"B",15863,"Texas","2016-01-08","Ground Vehicle","Biotechnology","Public","Warm","2015-10-20","Reseller",19200
"B",7050,"Texas","2014-04-21","Mapping","Manufacturing","Private","Hot","2014-02-02","Customer",21060
"B",11774,"Texas","2014-11-19","Ground Vehicle","Retail","Public","Cold","2014-09-15","Customer",19200
"F",3085,"California","2014-07-23","Compliance","Hospitality","Private","Hot","2014-04-25","Competitor",25220
"G",12854,"Boston","2015-12-21","Ground Vehicle","Banking","Public","Cold","2015-10-17","Customer",19200
"G",18704,"Texas","2014-09-11","Miniaturized Parts","Biotechnology","Public","Hot","2014-07-31","Customer",19890
"D",24877,"California","2014-04-30","Frames","Technology","Public","Hot","2014-03-09","Competitor",19680
"A",2455,"Texas","2015-09-12","Compliance","Manufacturing","Private","Hot","2015-07-17","Customer",18640
"A",15798,"California","2014-09-18","Ground Vehicle","Technology","Private","Hot","2014-07-28","Customer",18680
"J",41296,"Texas","2015-04-23","Standard Materials","Consulting","Public","Cold","2015-03-21","Partner",19160
"A",43521,"Boston","2015-03-01","Standard Materials","Manufacturing","Public","Hot","2015-01-21","Reseller",23160
"B",52333,"Texas","2015-10-30","Raw Materials","Manufacturing","Private","Hot","2015-08-02","Customer",18120
"D",48607,"New York","2014-07-09","Standard Hardware","Retail","Public","Warm","2014-05-11","Consulting",19230
"A",42561,"New York","2015-05-20","Standard Materials","Banking","Public","Cold","2015-04-21","Customer",19160
"C",50886,"Texas","2014-12-24","Standard Hardware","Retail","Public","Warm","2014-11-08","Consulting",14230
"B",5474,"Texas","2014-11-04","Standard Mounts","Consulting","Public","Hot","2014-08-17","Customer",19200
"F",2558,"California","2015-06-02","Compliance","Technology","Private","Hot","2015-03-22","Consulting",20640
"A",42862,"Texas","2014-06-16","Standard Materials","Apparel","Public","Hot","2014-05-17","Customer",19160
"B",11242,"Texas","2014-08-02","Ground Vehicle","Apparel","Private","Hot","2014-05-20","Customer",20680
"B",1661,"Boston","2014-06-11","Compliance","Banking","Private","Warm","2014-04-13","Consulting",20640
"B",50336,"California","2014-05-11","Standard Hardware","Hospitality","Public","Warm","2014-02-17","Partner",13230
"D",3179,"Texas","2015-05-16","Compliance","Banking","Private","Warm","2015-03-22","Consulting",23640
"B",8993,"Texas","2014-11-13","Ground Vehicle","Apparel","Public","Hot","2014-09-02","Customer",19200
"B",3929,"Texas","2014-12-11","Compliance","Banking","Public","Warm","2014-09-16","Consulting",18640
"C",43484,"New York","2015-11-02","Standard Materials","Banking","Public","Cold","2015-10-03","Customer",19160
"B",25150,"Texas","2014-08-13","Frames","Manufacturing","Public","Hot","2014-05-28","Customer",20680
"B",49729,"Texas","2016-01-06","Standard Hardware","Shipping","Public","Cold","2015-10-19","Consulting",12230
"B",16305,"Texas","2015-03-01","Ground Vehicle","Apparel","Private","Hot","2014-12-21","Customer",19200
"B",48619,"Texas","2014-08-22","Standard Hardware","Retail","Private","Warm","2014-06-07","Consulting",19230
"E",49149,"New York","2015-01-26","Standard Hardware","Apparel","Public","Hot","2014-11-22","Partner",12230
"F",13696,"New York","2014-04-01","Ground Vehicle","Apparel","Public","Hot","2014-01-27","Customer",19200
"A",54282,"California","2015-09-24","Navigation","Shipping","Public","Cold","2015-09-01","Customer",19640
"C",5665,"California","2015-06-03","Standard Mounts","Retail","Private","Cold","2015-04-13","Customer",20200
"A",15346,"Boston","2015-01-15","Ground Vehicle","Banking","Private","Hot","2014-11-05","Competitor",21200
"B",16806,"Texas","2014-10-26","Ground Vehicle","Retail","Private","Cold","2014-08-10","Customer",19200
"C",17820,"Texas","2014-11-01","Ground Vehicle","Banking","Private","Hot","2014-09-01","Competitor",19680
"C",6084,"Texas","2015-05-28","Standard Mounts","Hospitality","Private","Cold","2015-03-22","Customer",19200
"D",43679,"Texas","2015-03-09","Standard Materials","Biotechnology","Public","Warm","2015-01-31","Competitor",19160
"D",42949,"New York","2015-07-31","Standard Materials","Shipping","Public","Cold","2015-06-26","Customer",19160
"E",9886,"Texas","2014-08-20","Ground Vehicle","Consulting","Public","Hot","2014-06-15","Customer",19200
"B",51874,"California","2014-05-01","Raw Materials","Hospitality","Public","Hot","2014-01-31","Customer",17120
"B",6464,"Texas","2014-08-13","Mapping","Technology","Private","Hot","2014-05-21","Customer",19060
"G",25013,"New York","2014-12-20","Frames","Consulting","Public","Hot","2014-11-06","Partner",19910
"H",11081,"Texas","2015-10-11","Ground Vehicle","Biotechnology","Private","Warm","2015-08-14","Reseller",20200
"B",14633,"California","2015-06-26","Ground Vehicle","Hospitality","Public","Warm","2015-04-18","Consulting",18910
"C",50801,"Boston","2015-03-18","Standard Hardware","Retail","Private","Cold","2015-01-18","Consulting",9230
"F",50703,"New York","2014-06-19","Standard Hardware","Shipping","Private","Hot","2014-04-15","Customer",19230
"B",52762,"Texas","2014-10-18","Raw Materials","Shipping","Public","Hot","2014-08-02","Customer",29120
"B",1678,"Boston","2015-03-09","Compliance","Manufacturing","Public","Hot","2014-12-22","Customer",23640
"B",14612,"California","2014-10-27","Ground Vehicle","Hospitality","Public","Warm","2014-08-22","Consulting",20200
"J",19543,"Texas","2014-12-26","Miniaturized Parts","Consulting","Private","Hot","2014-10-30","Competitor",19890
"F",48976,"New York","2014-06-03","Standard Hardware","Shipping","Private","Cold","2014-04-13","Customer",30230
"D",48595,"New York","2014-08-02","Standard Hardware","Retail","Private","Warm","2014-06-04","Consulting",10230
"B",12492,"Texas","2015-06-22","Ground Vehicle","Hospitality","Public","Warm","2015-04-18","Customer",19200
"F",2855,"California","2014-10-20","Compliance","Retail","Public","Hot","2014-07-23","Competitor",20220
"C",43472,"Boston","2015-11-23","Standard Materials","Banking","Public","Cold","2015-10-30","Customer",19160
"B",11086,"Texas","2015-11-30","Ground Vehicle","Biotechnology","Private","Warm","2015-09-24","Reseller",19200
"C",1226,"California","2015-05-09","Compliance","Retail","Public","Warm","2015-03-10","Consulting",22640
"I",42093,"California","2014-05-09","Standard Materials","Retail","Public","Cold","2014-04-12","Customer",19160
"G",5612,"California","2014-09-12","Standard Mounts","Technology","Public","Hot","2014-08-18","Customer",22630
"H",41803,"Texas","2015-02-17","Standard Materials","Apparel","Public","Cold","2015-01-12","Customer",19160
"B",51468,"New York","2014-06-06","Raw Materials","Retail","Public","Hot","2014-05-09","Customer",23120
"B",7202,"Texas","2014-09-04","Mapping","Apparel","Public","Hot","2014-06-13","Customer",26700
"B",1068,"Texas","2016-01-21","Compliance","Biotechnology","Public","Hot","2015-10-26","Customer",18220
"I",16706,"California","2015-10-14","Ground Vehicle","Retail","Private","Cold","2015-08-24","Customer",20200
"F",7443,"Texas","2015-08-26","Mapping","Banking","Public","Hot","2015-06-08","Customer",15700
"B",2964,"Texas","2016-02-16","Compliance","Consulting","Public","Hot","2015-11-28","Customer",26220
"A",41988,"Boston","2015-03-16","Standard Materials","Shipping","Public","Hot","2015-02-19","Customer",20160
"D",42602,"Texas","2015-01-21","Standard Materials","Manufacturing","Public","Cold","2014-12-24","Customer",19160
"A",13292,"Texas","2014-12-12","Ground Vehicle","Technology","Private","Hot","2014-10-17","Customer",18680
"E",8296,"New York","2015-08-08","Mapping","Apparel","Public","Hot","2015-06-09","Competitor",21060
"F",11048,"Texas","2014-07-13","Ground Vehicle","Technology","Private","Hot","2014-05-07","Customer",19200
"E",899,"Texas","2014-09-30","Naval","Hospitality","Private","Hot","2014-07-22","Competitor",20180
"B",52206,"California","2014-07-09","Raw Materials","Shipping","Private","Hot","2014-04-20","Competitor",25120
"D",7737,"New York","2014-11-26","Mapping","Retail","Public","Hot","2014-10-22","Competitor",32700
"C",41054,"Boston","2014-03-13","Standard Materials","Shipping","Public","Cold","2014-02-03","Customer",19640
"B",5383,"California","2014-03-15","Standard Mounts","Retail","Public","Cold","2014-01-09","Customer",19200
"D",25144,"Texas","2015-04-13","Frames","Banking","Private","Hot","2015-02-28","Customer",18680
"B",48490,"Texas","2015-05-27","Standard Hardware","Shipping","Private","Hot","2015-03-28","Customer",10230
"B",14400,"Texas","2015-07-08","Ground Vehicle","Consulting","Private","Hot","2015-05-06","Consulting",20680
"C",14973,"Texas","2015-10-20","Ground Vehicle","Hospitality","Private","Warm","2015-08-23","Customer",19200
"C",48388,"Texas","2015-01-01","Standard Hardware","Apparel","Public","Hot","2014-11-14","Partner",17230
"D",43075,"Texas","2014-04-17","Standard Materials","Retail","Public","Cold","2014-03-21","Customer",20160
"D",41531,"Texas","2015-12-07","Standard Materials","Banking","Public","Cold","2015-11-06","Customer",19160
"F",8953,"Texas","2015-08-19","Ground Vehicle","Apparel","Private","Hot","2015-06-20","Customer",19200
"B",16361,"New York","2015-07-11","Ground Vehicle","Shipping","Public","Hot","2015-04-25","Customer",19200
"D",41421,"Boston","2014-06-07","Standard Materials","Banking","Public","Cold","2014-05-02","Customer",20160
"F",16848,"California","2014-09-03","Ground Vehicle","Retail","Private","Hot","2014-06-11","Competitor",23200
"C",14826,"Texas","2015-12-25","Ground Vehicle","Hospitality","Private","Cold","2015-10-28","Customer",19200
"C",10521,"Texas","2014-07-07","Ground Vehicle","Banking","Private","Cold","2014-05-21","Customer",19200
"G",4054,"Texas","2014-05-15","Compliance","Manufacturing","Public","Hot","2014-04-12","Customer",16220
"F",9149,"Texas","2016-02-11","Ground Vehicle","Apparel","Private","Hot","2015-12-05","Customer",20200
"M",9706,"Texas","2015-12-18","Ground Vehicle","Consulting","Private","Cold","2015-10-20","Consulting",18680
"K",1355,"Texas","2014-05-01","Compliance","Consulting","Private","Hot","2014-03-25","Consulting",20640
"B",15914,"Texas","2014-09-20","Ground Vehicle","Biotechnology","Private","Hot","2014-08-04","Competitor",20200
"E",356,"Texas","2014-08-22","Naval","Consulting","Private","Hot","2014-07-06","Customer",15880
"M",7581,"New York","2016-03-17","Mapping","Technology","Public","Hot","2015-12-30","Competitor",18060
"F",8299,"Texas","2014-06-10","Mapping","Apparel","Private","Hot","2014-03-18","Competitor",22700
"A",24853,"Texas","2015-09-05","Frames","Shipping","Private","Hot","2015-08-04","Customer",19330
"A",44247,"California","2014-03-08","Standard Materials","Hospitality","Public","Cold","2014-02-04","Customer",19160
"B",48836,"Texas","2014-09-29","Standard Hardware","Consulting","Public","Cold","2014-07-23","Consulting",10230
"G",24010,"California","2015-05-26","Frames","Retail","Public","Hot","2015-03-30","Customer",19680
"A",3558,"Texas","2015-04-19","Compliance","Shipping","Private","Hot","2015-02-22","Competitor",19640
"J",41221,"Texas","2014-05-14","Standard Materials","Consulting","Public","Cold","2014-04-05","Customer",19160
"K",12356,"Texas","2016-02-07","Ground Vehicle","Hospitality","Public","Warm","2015-12-11","Customer",19200
"F",10931,"Texas","2015-12-11","Ground Vehicle","Shipping","Private","Warm","2015-09-27","Customer",19200
"B",5876,"California","2015-11-29","Standard Mounts","Technology","Public","Hot","2015-09-01","Competitor",19630
"A",7979,"Boston","2015-08-13","Mapping","Banking","Public","Hot","2015-06-26","Competitor",21700
"G",8454,"California","2015-03-10","Mapping","Hospitality","Public","Hot","2015-01-10","Reseller",27060
"G",6704,"Texas","2015-06-25","Mapping","Consulting","Public","Cold","2015-04-26","Consulting",23060
"B",51838,"California","2015-05-22","Raw Materials","Retail","Public","Hot","2015-03-30","Customer",20120
"F",14794,"California","2016-03-10","Ground Vehicle","Hospitality","Public","Cold","2015-12-25","Consulting",20200
"A",43335,"California","2015-06-12","Standard Materials","Hospitality","Public","Cold","2015-05-10","Customer",18160
"E",1433,"Texas","2015-01-18","Compliance","Hospitality","Private","Hot","2014-12-05","Consulting",17640
"H",3278,"Texas","2014-09-01","Compliance","Manufacturing","Private","Hot","2014-07-13","Customer",20640
"A",25058,"Boston","2015-04-03","Frames","Banking","Public","Hot","2015-02-13","Competitor",18680
"C",12214,"New York","2015-07-16","Ground Vehicle","Hospitality","Private","Cold","2015-04-27","Customer",19200
