Product,Region,Vertical,Close Date,Distributor,Discount Level,Margin
Alternators,Middle East,Retail,7/1/15,DIMAGO,Silver,2
Wheel Bearings,Middle East,Healthcare,4/1/15,BDINC,Gold,36
Brake Pads,Middle East,Healthcare,7/1/15,BDINC,Gold,33
Lift Supports,Middle East,Healthcare,10/1/15,BDINC,Silver,18
Ball Bearings,Middle East,Healthcare,1/1/15,BDINC,Gold,9
Clutches,Middle East,Healthcare,4/1/15,BDINC,Gold,1
Planetary Gears,Middle East,Healthcare,7/1/15,BDINC,Silver,24
Alternators,Middle East,Public Sector,10/1/15,BDINC,Silver,19
Alternators,Middle East,Public Sector,1/1/15,BDINC,Gold,33
Wheel Bearings,Western United States,Manufacturing,7/1/15,Nokemi,Gold,39
Rotor Screws,Middle East,Defense,1/1/15,Nisizu,Gold,0
Clutches,Middle East,Defense,4/1/15,Nisizu,Gold,1
Wheel Bearings,Middle East,Manufacturing,10/1/15,Nokemi,Gold,15
Wheel Bearings,Middle East,Manufacturing,1/1/15,Nokemi,Silver,103
Wheel Bearings,Middle East,Manufacturing,4/1/15,Nokemi,Gold,10
Wheel Bearings,Middle East,Banking,7/1/15,Nokemi,Silver,20
Ball Bearings,Middle East,Manufacturing,4/1/15,BDINC,Silver,4
Clutches,Middle East,Manufacturing,7/1/15,BDINC,Gold,21
Wiper Gears,Middle East,Defense,7/1/15,Nisizu,Gold,7
Wheel Bearings,Middle East,Automotive,10/1/15,Nokemi,Gold,4
Brakes,Middle East,Wholesale Distribution,1/1/15,Nokemi,Silver,27
Brakes,Middle East,Wholesale Distribution,4/1/15,Nokemi,Silver,30
Wiper Gears,United Kingdom,Manufacturing,10/1/15,Nisizu,Silver,15
Alternators,Western United States,Media,7/1/15,Nokemi,Silver,19
Wheel Bearings,Middle East,Public Sector,10/1/15,BDINC,Gold,6
Wiper Gears,Middle East,Public Sector,1/1/15,BDINC,Silver,22
Lift Supports,Middle East,Public Sector,4/1/15,BDINC,Silver,17
Alternators,Middle East,Public Sector,7/1/15,BDINC,Gold,14
Clutches,Middle East,Public Sector,10/1/15,BDINC,Gold,14
Alternators,Middle East,Healthcare,1/1/15,Nisizu,Gold,14
Rotor Screws,Middle East,Wholesale Distribution,4/1/15,Nisizu,Silver,23
Brakes,Western United States,Wholesale Distribution,10/1/15,Nokemi,Silver,0
Brakes,United Kingdom,High Tech,1/1/15,Nokemi,Silver,7
Wiper Gears,Middle East,Heavy Engineering,7/1/15,Nisizu,Gold,21
Alternators,Middle East,Heavy Engineering,10/1/15,Nisizu,Silver,3
Clutches,Middle East,Heavy Engineering,1/1/15,Nisizu,Gold,14
Lift Supports,France,Insurance,4/1/15,Nokemi,Gold,3
Hybrid Motors,France,Consumer Products,7/1/15,Nokemi,Gold,11
Brakes,France,Industrial Machinery and Components,10/1/15,Nokemi,Gold,78
Wheel Bearings,Italy,Consumer Products,1/1/15,Nokemi,Gold,3
Wheel Bearings,Middle East,Media,1/1/15,BDINC,Gold,123
Wheel Bearings,Middle East,Media,4/1/15,Nokemi,Silver,2
Wheel Bearings,Middle East,Media,7/1/15,Nokemi,Gold,1
Wheel Bearings,United Kingdom,Healthcare,10/1/15,Nokemi,Gold,103
Brakes,India,Banking,1/1/15,Nokemi,Silver,10
Alternators,United Kingdom,Insurance,4/1/15,Nokemi,Gold,8
Wheel Bearings,France,Public Sector,7/1/15,Nokemi,Silver,14
Lift Supports,Africa,Banking,4/1/15,BDINC,Gold,5
Wheel Bearings,Middle East,Consumer Products,7/1/15,BDINC,Gold,116
Clutches,Middle East,Consumer Products,10/1/15,BDINC,Silver,118
Planetary Gears,Middle East,Consumer Products,1/1/15,BDINC,Gold,10
Wheel Bearings,Middle East,Manufacturing,10/1/15,Nokemi,Gold,2
Wheel Bearings,Middle East,Trucking,1/1/15,Nokemi,Silver,6
Brakes,France,Defense,4/1/15,Nokemi,Gold,107
Wiper Gears,United Kingdom,Trucking,7/1/15,Nokemi,Gold,19
Wheel Bearings,United Kingdom,Banking,10/1/15,Nokemi,Gold,13
Wiper Gears,Middle East,Banking,4/1/15,BDINC,Gold,30
Alternators,Middle East,Banking,7/1/15,BDINC,Gold,0
Wiper Gears,Middle East,Banking,4/1/15,Nisizu,Gold,2
Ball Bearings,Middle East,Banking,7/1/15,Nisizu,Gold,13
Belt drives,Middle East,Banking,10/1/15,Nisizu,Gold,12
Wheel Bearings,Middle East,Banking,10/1/15,DIMAGO,Gold,4
Ball Bearings,Middle East,Banking,1/1/15,DIMAGO,Gold,14
Ball Bearings,United Kingdom,Industrial Machinery and Components,1/1/15,Nokemi,Gold,11
Rotor Screws,France,Manufacturing,4/1/15,Nokemi,Gold,35
Clutches,Italy,Public Sector,10/1/15,BDINC,Gold,106
Planetary Gears,Italy,Public Sector,1/1/15,BDINC,Gold,112
Clutches,Italy,Public Sector,4/1/15,BDINC,Gold,12
Planetary Gears,Italy,Public Sector,7/1/15,BDINC,Silver,26
Brakes,France,Manufacturing,7/1/15,Nokemi,Silver,5
Brakes,France,Manufacturing,10/1/15,Nokemi,Gold,7
Brakes,Africa,Manufacturing,1/1/15,Nokemi,Silver,93
Wheel Bearings,United Kingdom,Manufacturing,4/1/15,Nokemi,Silver,9
Wheel Bearings,Western United States,Consumer Products,7/1/15,Nokemi,Gold,4
Brake Pads,France,Insurance,10/1/15,Nokemi,Gold,0
Rotor Screws,Germany,Defense,4/1/15,DIMAGO,Gold,8
Clutches,Germany,Wholesale Distribution,1/1/15,Nokemi,Silver,101
Planetary Gears,India,Banking,10/1/15,BDINC,Silver,6
Wheel Bearings,United Kingdom,Insurance,4/1/15,Nokemi,Gold,17
Planetary Gears,Western United States,High Tech,1/1/15,BDINC,Silver,96
Alternators,Western United States,High Tech,7/1/15,Nokemi,Gold,2
Ball Bearings,France,High Tech,1/1/15,Nisizu,Gold,5
Wheel Bearings,France,High Tech,10/1/15,Nokemi,Gold,12
Wheel Bearings,South East Asia,Insurance,1/1/15,Nokemi,Gold,0
Lift Supports,United Kingdom,Manufacturing,4/1/15,Nokemi,Gold,1
Wheel Bearings,South East Asia,Manufacturing,7/1/15,Nokemi,Gold,2
Wheel Bearings,France,Trucking,10/1/15,Nokemi,Gold,14
Wheel Bearings,France,Defense,1/1/15,Nokemi,Silver,18
Brakes,Latin America,Defense,4/1/15,Nokemi,Gold,2
Ball Bearings,Latin America,Retail,4/1/15,Nisizu,Gold,20
Hybrid Motors,South East Asia,High Tech,7/1/15,Nisizu,Gold,14
Brake Pads,Italy,Public Sector,10/1/15,Nisizu,Gold,97
Clutches,Western United States,Defense,1/1/15,Nisizu,Gold,30
Rotor Screws,Africa,Banking,4/1/15,Nisizu,Gold,9
Wheel Bearings,Middle East,Media,4/1/15,BDINC,Gold,2
Hybrid Motors,Middle East,Media,7/1/15,BDINC,Gold,7
Ball Bearings,Middle East,Media,10/1/15,BDINC,Silver,19
Wheel Bearings,Middle East,Public Sector,7/1/15,Nokemi,Gold,2
Wheel Bearings,France,Retail,10/1/15,Nokemi,Silver,21
Alternators,Latin America,Utilities,1/1/15,BDINC,Silver,24
Wheel Bearings,United Kingdom,Public Sector,1/1/15,Nokemi,Silver,16
Brakes,Italy,Media,7/1/15,DIMAGO,Gold,125
Brakes,Italy,Media,4/1/15,Nokemi,Gold,111
Wheel Bearings,United Kingdom,Healthcare,7/1/15,Nokemi,Gold,19
Hybrid Motors,Western United States,Public Sector,4/1/15,BDINC,Gold,7
Wheel Bearings,United Kingdom,Healthcare,10/1/15,Nokemi,Gold,82
Belt drives,South East Asia,Banking,7/1/15,Nisizu,Silver,4
Lift Supports,Italy,Utilities,1/1/15,Nokemi,Gold,83
Ball Bearings,Italy,Utilities,4/1/15,Nokemi,Gold,95
Brakes,United Kingdom,Public Sector,7/1/15,Nokemi,Gold,25
Lift Supports,France,Retail,7/1/15,BDINC,Silver,0
Ball Bearings,France,Retail,10/1/15,BDINC,Gold,11
Clutches,France,Retail,1/1/15,BDINC,Gold,1
Wiper Gears,France,Banking,10/1/15,Nisizu,Gold,11
Wheel Bearings,France,Public Sector,10/1/15,Nokemi,Gold,6
Brakes,France,Public Sector,1/1/15,Nokemi,Gold,30
Brakes,France,Public Sector,4/1/15,Nokemi,Gold,119
Wheel Bearings,France,Public Sector,7/1/15,Nokemi,Silver,0
Ball Bearings,France,Industrial Machinery and Components,10/1/15,Nokemi,Gold,3
Brakes,United Kingdom,Public Sector,1/1/15,Nokemi,Silver,4
Wheel Bearings,France,Defense,10/1/15,DIMAGO,Gold,0
Brakes,Italy,High Tech,4/1/15,Nokemi,Silver,9
Lift Supports,France,High Tech,7/1/15,Nokemi,Silver,6
Brake Pads,France,High Tech,1/1/15,Nisizu,Gold,4
Wheel Bearings,Western United States,Oil and Gas,10/1/15,Nokemi,Silver,21
Wiper Gears,Italy,Healthcare,1/1/15,Nokemi,Gold,33
Ball Bearings,United Kingdom,Chemicals,4/1/15,BDINC,Silver,6
Alternators,United Kingdom,Chemicals,7/1/15,BDINC,Gold,10
Ball Bearings,United Kingdom,Chemicals,10/1/15,BDINC,Gold,10
Alternators,United Kingdom,Chemicals,1/1/15,BDINC,Silver,32
Wheel Bearings,Western United States,Banking,1/1/15,DIMAGO,Gold,0
Wheel Bearings,France,Trucking,4/1/15,Nokemi,Gold,18
Wheel Bearings,France,Media,7/1/15,Nokemi,Silver,3
Planetary Gears,United Kingdom,Manufacturing,4/1/15,Nisizu,Silver,13
Brake Pads,United Kingdom,Banking,10/1/15,Nokemi,Silver,4
Wheel Bearings,France,Life Sciences,1/1/15,Nokemi,Gold,3
Clutches,United Kingdom,Manufacturing,4/1/15,DIMAGO,Gold,2
Brake Pads,Italy,Utilities,7/1/15,Nisizu,Gold,22
Wheel Bearings,France,Media,4/1/15,Nokemi,Silver,3
Brakes,Germany,Banking,7/1/15,Nokemi,Gold,11
Alternators,France,Chemicals,10/1/15,Nisizu,Silver,1
Brakes,United Kingdom,Healthcare,10/1/15,Nokemi,Gold,13
Ball Bearings,Western United States,Trucking,1/1/15,Nisizu,Gold,9
Wheel Bearings,United Kingdom,Healthcare,1/1/15,Nokemi,Gold,8
Brakes,Germany,Banking,4/1/15,Nokemi,Silver,10
Brakes,Germany,Banking,7/1/15,Nokemi,Gold,13
Wheel Bearings,United Kingdom,Banking,10/1/15,Nokemi,Silver,27
Brakes,United Kingdom,Banking,1/1/15,Nokemi,Gold,17
Wheel Bearings,United Kingdom,Healthcare,4/1/15,Nokemi,Gold,0
Brakes,United Kingdom,Healthcare,7/1/15,Nokemi,Gold,25
Brake Pads,United Kingdom,Healthcare,10/1/15,Nokemi,Gold,19
Ball Bearings,United Kingdom,Healthcare,1/1/15,Nokemi,Gold,130
Ball Bearings,United Kingdom,Healthcare,4/1/15,BDINC,Silver,79
Ball Bearings,United Kingdom,Healthcare,7/1/15,BDINC,Gold,3
Ball Bearings,United Kingdom,Healthcare,1/1/15,BERLIN & DRIVE,Gold,3
Planetary Gears,United Kingdom,Healthcare,4/1/15,BERLIN & DRIVE,Gold,0
Ball Bearings,Germany,Insurance,10/1/15,BDINC,Gold,10
Clutches,Germany,Insurance,4/1/15,Nisizu,Gold,72
Wiper Gears,Germany,Insurance,7/1/15,Nisizu,Gold,16
Ball Bearings,Germany,Insurance,4/1/15,Nokemi,Gold,129
Brakes,France,Manufacturing,7/1/15,Nokemi,Gold,16
Wheel Bearings,France,Banking,10/1/15,Nokemi,Silver,1
Wheel Bearings,France,Public Sector,1/1/15,Nokemi,Gold,29
Wheel Bearings,Africa,Banking,4/1/15,Nokemi,Gold,46
Wheel Bearings,United Kingdom,Banking,7/1/15,Nokemi,Gold,108
Wheel Bearings,United Kingdom,Banking,10/1/15,Nokemi,Gold,112
Ball Bearings,United Kingdom,Utilities,1/1/15,Nokemi,Silver,11
Ball Bearings,United Kingdom,Utilities,4/1/15,Nokemi,Gold,12
Ball Bearings,Africa,Chemicals,10/1/15,Nisizu,Gold,21
Brake Pads,Africa,Chemicals,1/1/15,Nisizu,Gold,7
Ball Bearings,Africa,Chemicals,4/1/15,Nisizu,Gold,1
Brake Pads,Africa,Chemicals,7/1/15,Nisizu,Gold,3
Wheel Bearings,France,Insurance,7/1/15,Nokemi,Gold,0
Ball Bearings,Middle East,Banking,10/1/15,Nisizu,Gold,1
Clutches,Middle East,Banking,1/1/15,Nisizu,Silver,9
Wheel Bearings,Middle East,Banking,10/1/15,Nokemi,Silver,16
Ball Bearings,France,Heavy Engineering,1/1/15,BDINC,Gold,5
Wheel Bearings,Latin America,Utilities,4/1/15,Nisizu,Gold,100
Brake Pads,Latin America,Utilities,7/1/15,Nisizu,Silver,4
Hybrid Motors,Latin America,Utilities,10/1/15,Nisizu,Gold,2
Clutches,Latin America,Utilities,1/1/15,Nisizu,Gold,6
Wheel Bearings,Latin America,Utilities,4/1/15,Nisizu,Gold,13
Wiper Gears,Latin America,Utilities,7/1/15,Nisizu,Gold,3
Lift Supports,Latin America,Utilities,10/1/15,Nisizu,Gold,123
Clutches,Latin America,Utilities,1/1/15,Nisizu,Gold,12
Planetary Gears,Latin America,Utilities,4/1/15,Nisizu,Gold,11
Wheel Bearings,Latin America,Utilities,7/1/15,Nisizu,Gold,101
Wiper Gears,Latin America,Utilities,10/1/15,Nisizu,Silver,5
Clutches,Latin America,Utilities,1/1/15,Nisizu,Gold,6
Planetary Gears,Latin America,Utilities,4/1/15,Nisizu,Gold,1
Wheel Bearings,Latin America,Utilities,7/1/15,Nisizu,Silver,108
Rotor Screws,Latin America,Utilities,10/1/15,Nisizu,Gold,75
Alternators,Latin America,Utilities,1/1/15,Nisizu,Gold,60
Alternators,Latin America,Utilities,4/1/15,Nisizu,Gold,6
Wheel Bearings,Latin America,Utilities,7/1/15,Nisizu,Gold,15
Alternators,Latin America,Utilities,10/1/15,Nisizu,Silver,5
Planetary Gears,Latin America,Utilities,1/1/15,Nokemi,Gold,11
Wheel Bearings,Latin America,Utilities,1/1/15,Nisizu,Gold,4
Alternators,Latin America,Utilities,4/1/15,Nisizu,Silver,2
Wheel Bearings,Latin America,Utilities,4/1/15,Nokemi,Silver,5
Hybrid Motors,Latin America,Utilities,7/1/15,Nokemi,Silver,3
Lift Supports,Latin America,Utilities,10/1/15,Nokemi,Gold,2
Wheel Bearings,Latin America,Utilities,1/1/15,Nokemi,Gold,117
Wiper Gears,Latin America,Utilities,4/1/15,Nokemi,Gold,5
Ball Bearings,Latin America,Utilities,7/1/15,Nokemi,Gold,42
Clutches,Latin America,Utilities,10/1/15,Nokemi,Gold,98
Planetary Gears,Latin America,Utilities,1/1/15,Nokemi,Gold,17
Wheel Bearings,Latin America,Utilities,7/1/15,Nisizu,Gold,86
Rotor Screws,Latin America,Utilities,10/1/15,Nisizu,Gold,9
Alternators,Latin America,Utilities,1/1/15,Nisizu,Gold,95
Wheel Bearings,Latin America,Utilities,4/1/15,Nisizu,Gold,20
Rotor Screws,Latin America,Utilities,7/1/15,Nisizu,Gold,8
Alternators,Latin America,Utilities,10/1/15,Nisizu,Silver,17
Brake Pads,Latin America,Utilities,4/1/15,Nokemi,Gold,5
Ball Bearings,Latin America,Utilities,7/1/15,Nokemi,Gold,45
Ball Bearings,Latin America,Utilities,1/1/15,Nisizu,Gold,5
Ball Bearings,Latin America,Utilities,10/1/15,Nokemi,Silver,12
Wheel Bearings,Latin America,Utilities,1/1/15,Nokemi,Gold,6
Alternators,Latin America,Utilities,4/1/15,Nokemi,Silver,9
Clutches,France,Utilities,4/1/15,BDINC,Silver,110
Brakes,India,Manufacturing,7/1/15,DIMAGO,Gold,104
Rotor Screws,Middle East,Banking,4/1/15,Nisizu,Gold,2
Wheel Bearings,United Kingdom,High Tech,7/1/15,Nokemi,Gold,81
Wheel Bearings,United Kingdom,High Tech,10/1/15,Nokemi,Gold,128
Ball Bearings,United Kingdom,High Tech,1/1/15,Nokemi,Gold,9
Wheel Bearings,United Kingdom,High Tech,4/1/15,Nokemi,Gold,108
Wheel Bearings,United Kingdom,High Tech,7/1/15,Nokemi,Gold,73
Wheel Bearings,United Kingdom,High Tech,10/1/15,Nokemi,Gold,14
Wheel Bearings,United Kingdom,Manufacturing,1/1/15,Nokemi,Gold,3
Belt drives,Germany,Automotive,7/1/15,Nisizu,Gold,108
Wheel Bearings,Germany,Utilities,4/1/15,Nokemi,Gold,13
Wiper Gears,Latin America,Trucking,7/1/15,Nokemi,Silver,5
Belt drives,South East Asia,Defense,10/1/15,Nisizu,Gold,7
Clutches,Brazil,Public Sector,1/1/15,Nisizu,Gold,1
Hybrid Motors,United Kingdom,Consumer Products,10/1/15,Nokemi,Gold,24
Wheel Bearings,France,Retail,1/1/15,Nokemi,Silver,7
Brakes,United Kingdom,Public Sector,4/1/15,Nokemi,Gold,2
Wheel Bearings,United Kingdom,Public Sector,7/1/15,Nokemi,Gold,87
Ball Bearings,United Kingdom,Defense,10/1/15,Nokemi,Silver,10
Wheel Bearings,France,Public Sector,1/1/15,Nokemi,Silver,3
Wheel Bearings,United Kingdom,Public Sector,4/1/15,Nokemi,Silver,21
Brakes,France,Insurance,7/1/15,Nokemi,Gold,128
Wheel Bearings,Italy,Industrial Machinery and Components,7/1/15,BERLIN & DRIVE,Gold,10
Brakes,France,Manufacturing,10/1/15,Nokemi,Gold,0
Brakes,France,Manufacturing,1/1/15,Nokemi,Silver,6
Brakes,France,Manufacturing,10/1/15,BERLIN & DRIVE,Gold,97
Wheel Bearings,United Kingdom,Banking,4/1/15,Nokemi,Silver,16
Wiper Gears,United Kingdom,Banking,7/1/15,Nokemi,Gold,4
Wheel Bearings,United Kingdom,Manufacturing,10/1/15,Nokemi,Gold,10
Hybrid Motors,United Kingdom,Manufacturing,1/1/15,Nokemi,Gold,16
Brake Pads,Africa,Media,4/1/15,Nisizu,Silver,5
Ball Bearings,Africa,Media,7/1/15,Nisizu,Gold,29
Wheel Bearings,Africa,Media,4/1/15,Nokemi,Gold,22
Wiper Gears,Africa,Media,7/1/15,Nokemi,Gold,18
Ball Bearings,Africa,Media,7/1/15,BDINC,Gold,12
Lift Supports,Germany,Banking,10/1/15,Nokemi,Gold,9
Planetary Gears,Germany,Banking,1/1/15,Nokemi,Gold,14
Rotor Screws,Germany,Banking,10/1/15,Nisizu,Gold,120
Belt drives,Germany,Banking,4/1/15,Nokemi,Gold,4
Wheel Bearings,Brazil,High Tech,7/1/15,Nokemi,Gold,3
Wheel Bearings,United Kingdom,Life Sciences,10/1/15,Nokemi,Gold,2
Wheel Bearings,France,Defense,1/1/15,Nokemi,Gold,91
Wheel Bearings,Western United States,Healthcare,4/1/15,Nokemi,Silver,0
Wheel Bearings,France,Public Sector,10/1/15,DIMAGO,Gold,6
Hybrid Motors,France,Consumer Products,7/1/15,Nokemi,Gold,27
Wheel Bearings,France,Consumer Products,10/1/15,Nokemi,Gold,34
Hybrid Motors,France,Consumer Products,1/1/15,Nokemi,Gold,5
Brake Pads,United Kingdom,Manufacturing,4/1/15,Nokemi,Silver,14
Alternators,United Kingdom,Manufacturing,7/1/15,Nokemi,Gold,105
Alternators,Japan,Banking,1/1/15,Nisizu,Silver,13
Wheel Bearings,United Kingdom,Banking,10/1/15,Nokemi,Gold,85
Brakes,South East Asia,Healthcare,10/1/15,BDINC,Silver,9
Wiper Gears,South East Asia,Healthcare,1/1/15,BDINC,Gold,7
Alternators,South East Asia,Healthcare,4/1/15,BDINC,Gold,17
Alternators,South East Asia,Healthcare,7/1/15,APPLIC IND,Gold,22
Rotor Screws,India,Banking,4/1/15,Nisizu,Gold,5
Rotor Screws,United Kingdom,Banking,7/1/15,Nisizu,Silver,0
Wheel Bearings,Africa,High Tech,1/1/15,Nokemi,Silver,1
Wheel Bearings,United Kingdom,Oil and Gas,4/1/15,Nokemi,Gold,26
Brakes,Western United States,Manufacturing,7/1/15,BDINC,Gold,109
Ball Bearings,Western United States,Manufacturing,10/1/15,BDINC,Gold,98
Ball Bearings,Western United States,Manufacturing,1/1/15,BERLIN & DRIVE,Gold,20
Ball Bearings,Western United States,Manufacturing,10/1/15,Nisizu,Gold,20
Wheel Bearings,Middle East,Retail,1/1/15,Nisizu,Silver,13
Ball Bearings,Middle East,Retail,4/1/15,Nisizu,Gold,6
Planetary Gears,Middle East,Retail,7/1/15,Nisizu,Gold,6
Wheel Bearings,Middle East,Public Sector,7/1/15,Nokemi,Gold,69
Wheel Bearings,Brazil,Heavy Engineering,1/1/15,DIMAGO,Silver,2
Hybrid Motors,Brazil,Heavy Engineering,4/1/15,DIMAGO,Gold,11
Lift Supports,Brazil,Heavy Engineering,7/1/15,DIMAGO,Gold,3
Clutches,Brazil,Heavy Engineering,10/1/15,DIMAGO,Gold,5
Planetary Gears,Brazil,Heavy Engineering,1/1/15,DIMAGO,Gold,14
Wheel Bearings,Middle East,Automotive,10/1/15,Nisizu,Gold,129
Rotor Screws,Middle East,Automotive,1/1/15,Nisizu,Gold,119
Rotor Screws,Middle East,Automotive,4/1/15,Nisizu,Gold,120
Brakes,France,Public Sector,10/1/15,Nokemi,Gold,13
Lift Supports,Africa,Consumer Products,1/1/15,Nokemi,Silver,4
Brake Pads,South East Asia,Consumer Products,4/1/15,Nokemi,Gold,12
Belt drives,Western United States,Banking,7/1/15,Nisizu,Gold,32
Wheel Bearings,Western United States,Banking,10/1/15,Nisizu,Gold,12
Wiper Gears,Western United States,Banking,1/1/15,Nisizu,Gold,6
Ball Bearings,Western United States,Banking,4/1/15,Nisizu,Gold,2
Wheel Bearings,Western United States,Banking,4/1/15,BERLIN & DRIVE,Gold,94
Brake Pads,Western United States,Banking,7/1/15,BERLIN & DRIVE,Silver,77
Hybrid Motors,Western United States,Banking,10/1/15,BERLIN & DRIVE,Silver,108
Ball Bearings,Western United States,Banking,1/1/15,BERLIN & DRIVE,Gold,79
Clutches,Western United States,Banking,4/1/15,BERLIN & DRIVE,Gold,76
Wheel Bearings,Western United States,Banking,7/1/15,Nokemi,Gold,20
Wheel Bearings,India,Defense,10/1/15,Nokemi,Gold,11
Wheel Bearings,United Kingdom,Defense,1/1/15,Nokemi,Gold,13
Wiper Gears,Brazil,Public Sector,7/1/15,Nisizu,Gold,19
Brakes,Western United States,Public Sector,4/1/15,DIMAGO,Silver,2
Brake Pads,South East Asia,Consumer Products,10/1/15,Nisizu,Silver,24
Planetary Gears,South East Asia,Consumer Products,1/1/15,Nisizu,Silver,12
Brakes,Western United States,Public Sector,7/1/15,BERLIN & DRIVE,Gold,7
Brakes,France,Trucking,4/1/15,Nokemi,Gold,119
Ball Bearings,Latin America,Heavy Engineering,4/1/15,Nisizu,Gold,121
Wheel Bearings,Western United States,Healthcare,7/1/15,Nokemi,Gold,9
Hybrid Motors,United Kingdom,Media,10/1/15,Nokemi,Gold,9
Wiper Gears,United Kingdom,Media,10/1/15,BERLIN & DRIVE,Gold,0
Lift Supports,Germany,Wholesale Distribution,1/1/15,Nokemi,Silver,3
Lift Supports,Germany,Wholesale Distribution,4/1/15,Nokemi,Gold,113
Lift Supports,Germany,Wholesale Distribution,7/1/15,Nokemi,Silver,96
Rotor Screws,Germany,Industrial Machinery and Components,7/1/15,DIMAGO,Gold,5
Rotor Screws,Germany,Industrial Machinery and Components,10/1/15,DIMAGO,Gold,31
Clutches,Latin America,Consumer Products,7/1/15,Nisizu,Gold,15
Wheel Bearings,Western United States,Manufacturing,10/1/15,Nokemi,Gold,25
Ball Bearings,Latin America,Manufacturing,1/1/15,BDINC,Gold,70
Ball Bearings,Latin America,Manufacturing,4/1/15,BDINC,Gold,14
Ball Bearings,Latin America,Oil and Gas,1/1/15,Nokemi,Silver,25
Wheel Bearings,Middle East,Manufacturing,4/1/15,Nokemi,Silver,20
Brakes,Latin America,High Tech,7/1/15,Nokemi,Gold,4
Wheel Bearings,Latin America,Manufacturing,10/1/15,Nokemi,Gold,2
Alternators,Japan,Wholesale Distribution,10/1/15,Nisizu,Gold,8
Ball Bearings,Japan,Consumer Products,1/1/15,Nokemi,Gold,21
Ball Bearings,Brazil,Chemicals,4/1/15,Nokemi,Gold,24
Wheel Bearings,South East Asia,Heavy Engineering,7/1/15,Nokemi,Silver,14
Brakes,France,Public Sector,10/1/15,Nokemi,Gold,96
Brakes,France,Public Sector,1/1/15,Nokemi,Silver,25
Rotor Screws,Brazil,Manufacturing,1/1/15,Nisizu,Gold,20
Alternators,Japan,Industrial Machinery and Components,4/1/15,Nokemi,Gold,20
Wiper Gears,Africa,Public Sector,4/1/15,Nisizu,Gold,10
Alternators,Africa,Public Sector,7/1/15,Nisizu,Gold,38
Rotor Screws,United Kingdom,Banking,10/1/15,Nisizu,Gold,3
Wheel Bearings,Latin America,Utilities,1/1/15,Nisizu,Silver,74
Wheel Bearings,Latin America,Utilities,4/1/15,Nisizu,Gold,86
Ball Bearings,Latin America,Utilities,7/1/15,Nisizu,Silver,86
Ball Bearings,Latin America,Utilities,10/1/15,Nisizu,Gold,123
Hybrid Motors,Middle East,Retail,7/1/15,Nokemi,Gold,19
Ball Bearings,Middle East,Retail,7/1/15,BDINC,Gold,2
Hybrid Motors,United Kingdom,Healthcare,10/1/15,Nokemi,Gold,8
Belt drives,Germany,Industrial Machinery and Components,1/1/15,Nisizu,Gold,77
Wheel Bearings,Africa,Public Sector,4/1/15,Nisizu,Silver,87
Wiper Gears,Africa,Public Sector,7/1/15,Nisizu,Silver,101
Wheel Bearings,Africa,Public Sector,10/1/15,Nisizu,Gold,9
Wiper Gears,Africa,Public Sector,1/1/15,Nisizu,Silver,10
Wheel Bearings,Africa,Public Sector,4/1/15,Nisizu,Gold,5
Wiper Gears,Africa,Public Sector,7/1/15,Nisizu,Silver,9
Wheel Bearings,Brazil,Public Sector,1/1/15,Nokemi,Gold,2
Ball Bearings,Middle East,Defense,1/1/15,BERLIN & DRIVE,Gold,16
Hybrid Motors,India,Automotive,10/1/15,APPLIC IND,Silver,11
Ball Bearings,Africa,Media,4/1/15,BERLIN & DRIVE,Gold,5
Clutches,Africa,Media,7/1/15,BERLIN & DRIVE,Gold,28
Ball Bearings,Africa,Media,10/1/15,Nisizu,Gold,0
Clutches,Africa,Media,1/1/15,Nisizu,Gold,15
Ball Bearings,Africa,Media,10/1/15,BERLIN & DRIVE,Gold,2
Clutches,Africa,Media,1/1/15,BERLIN & DRIVE,Gold,1
Wheel Bearings,Western United States,Insurance,4/1/15,Nokemi,Gold,11
Wheel Bearings,United Kingdom,Insurance,7/1/15,Nokemi,Gold,1
Belt drives,Germany,Media,1/1/15,DIMAGO,Gold,95
Ball Bearings,India,Consumer Products,4/1/15,Nisizu,Gold,69
Clutches,India,Consumer Products,7/1/15,Nisizu,Gold,74
Ball Bearings,Latin America,Defense,10/1/15,BDINC,Gold,34
Clutches,Latin America,Defense,1/1/15,BDINC,Gold,16
Clutches,Germany,Banking,10/1/15,Nisizu,Gold,16
Ball Bearings,Brazil,Defense,1/1/15,Nisizu,Silver,32
Hybrid Motors,Brazil,Insurance,10/1/15,Nokemi,Gold,8
Wiper Gears,Western United States,Defense,4/1/15,Nisizu,Gold,1
Wheel Bearings,South East Asia,Consumer Products,1/1/15,Nokemi,Gold,12
Wheel Bearings,South East Asia,Consumer Products,4/1/15,Nokemi,Gold,7
Brakes,South East Asia,Wholesale Distribution,7/1/15,Nokemi,Gold,10
Wheel Bearings,South East Asia,Banking,10/1/15,Nokemi,Gold,0
Wheel Bearings,South East Asia,Banking,1/1/15,Nokemi,Silver,11
Wheel Bearings,South East Asia,Banking,4/1/15,Nokemi,Gold,5
Ball Bearings,South East Asia,Defense,7/1/15,Nokemi,Gold,11
Wheel Bearings,Western United States,Healthcare,10/1/15,Nokemi,Gold,22
Wheel Bearings,United Kingdom,Manufacturing,1/1/15,Nokemi,Gold,11
Hybrid Motors,Brazil,Heavy Engineering,7/1/15,Nisizu,Silver,127
