text,label
"குஜராத் மாநிலத்தில் டாடா, ஃபோர்டு நிறுவனங்களோடு ஹோண்டா மோட்டார் சைக்கிள் இந்தியா நிறுவனமும் ஆலை அமைத்துள்ளது.",business
இந்த ஒப்பந்தத்தின் மூலம் தற்போது ஆகும் தயாரிப்புச்செலவைக் காட்டிலும் குறைந்த செலவில் யமஹா நிறுவனத்தால் ஸ்கூட்டர்களை உரு வாக்க முடியும். ஏனெனில் தயாரிப் புக்கு ஹோண்டா ஆலையைப் பயன் படுத்துவது பிரதான காரணமாகும்.,business
"100 நாள் நிகழ்ச்சியாக தொடங்கப்பட்ட 'பிக் பாஸ்' சீசன் 1, செப்டம்பர் 30-ம் தேதியோடு முடிவடையவுள்ளது. இதனால் 'பிக் பாஸ்' நிகழ்ச்சியில் வெற்றி பெற்றுவிட வேண்டும் என்று சிநேகன், கணேஷ் வெங்கட்ராம், பிந்து மாதவி, சுஜா, ஹரிஷ், ஆரவ், வையாபுரி ஆகியோரிடையே கடுமையான போட்டி நிலவியது.",tamil-cinema
"ஆம் எனக்கு பாலிவுட்டிலிருந்து நிறைய வாய்ப்புகள் வந்து கொண்டிருக்கின்றன. ஆனால் 'பாகுபலி' முடியும் வரை என்னால் எந்த வாய்ப்பையும் எடுத்துக் கொள்ள முடியாது என அவர்களுக்குத் தெரியும். ஆனால் பாலிவுட் படத்தை இயக்கும் ஆசை எனக்குள்ளது.
tamil-cinema|கரண் ஜோஹாரின் தயாரிப்பு நிறுவனத்துக்காக படம் இயக்கும் வாய்ப்பு உள்ளது. ஆனால் எப்போது என தெரியவில்லை என்று ராஜமௌலி கூறியுள்ளார்.",tamil-cinema
"பெப்சி தொழிலாளர்கள் பிரச்சினை முடிவுக்கு வந்ததைத் தொடர்ந்து, 'மெர்சல்' படத்தின் இறுதிகட்ட படப்பிடிப்பு சென்னையில் உள்ள ஐடி கம்பெனியில் துவங்கி நடைபெற்று வருகிறது. இதோடு ஒட்டுமொத்த படப்பிடிப்பும் முடிவடைய உள்ளது.",tamil-cinema
"மேலும், பல தமிழ் திரையுலகினரும் படக்குழுவினருக்கு தங்களுடைய வாழ்த்துகளைத் தெரிவித்து வருகிறார்கள். இந்நிலையில் இந்திய கிரிக்கெட் அணியின் நட்சத்திர வீரர் அஸ்வின் தனது ட்விட்டர் பக்கத்தில் நேற்றிரவு (ஆகஸ்ட் 23) கூறியிருப்பதாவது:",tamil-cinema
"l ‘வருத்தப்படாத வாலிபர் சங்கம்’ ரிலீஸாகி 3 ஆண்டுகள் நெருங்கு கிறது. மீண்டும் பொன்ராம், பாலசுப்ரமணியெம், சூரி என்று அதே கூட்டணியோடு வருகிறீர்கள். என்ன எதிர்பார்க்கலாம்?",tamil-cinema
"ன் பாண்டி நாட்டில் திருச்செந்தூர் அருகே தாமிரபரணிக் கரையில் இருக்கும் ஆழ்வார்திருநகரி ஆழ்வார்களால் மங்களாசாசனம் பெற்ற 108 திவ்ய தேசத்தில் ஒன்றாகும். நம்மாழ்வார் அவதரித்த இத்தலம் நதிக்கரையில் இருக்கும் நவதிருப்பதிகளில் ஒன்றாக, வியாழனுக்குரிய தலமாக உள்ளது.",spirituality
"தொழில் வியாபாரம் நன்றாக இருக்கும். பழைய பாக்கிகள் வசூலாவதில் வேகம் இருக்கும். கொடுக்கல், வாங்கலில் இருந்த சுணக்க நிலை மாறும். பணவரத்து இருக்கும். உத்தியோகத்தில் இருப்பவர்களுக்கு அலுவலகம் தொடர்பான பயணம் செல்ல வேண்டி இருக்கலாம். உங்களுக்கு நற்பெயர் கிடைப்பதில் எந்த இடையூறும் இருக்காது.",spirituality
ஏறக்குறைய 50 ஆண்டுகளுக்கும் மேலாக ஐந்தாண்டு திட்டங்கள் தீட்டி அதை செயல் படுத்திய திட்டக்குழு மீது ஏன் அதிருப்தி உண்டானது என்பதையும் பார்த்தாக வேண்டும்.,business
 குழந்தைகளுக்கு அரைஞாண் கயிறு கட்டிவிடும் பழக்கம் எதனால் ஏற்பட்டது தெரியுமா.,spirituality
"இந்த சனி மாற்றம் உங்களின் பொறுமையை கொஞ்சம் சோதிப்பதாக இருந்தாலும் ஓரளவு வருவாயையும், வளர்ச்சியையும் தருவதாக அமையும்.",spirituality
"# இன்றைய நல்ல பொழுதுகள், நாளைய சோக நினைவுகள்.",business
தனுஷ் நடித்துள்ள வடசென்னை படத்தின் ஃபர்ஸ்ட் லுக் போஸ்டர் இன்று (வியாழக்கிழமை) வெளியிடப்பட்டுள்ளது.,tamil-cinema
குழந்தைகளைப் பாதுகாக்க இப்போது பல சட்டங்கள் இருக்கின்றன. ஏற்கெனவே உள்ள சட்டங்களை மேலும் கடுமையானதாக மாற்றவேண்டும். அதுதான் இப்போதைய தேவை.,tamil-cinema
உள் நெக்கு  நின்றுருக  யாம்  மாட்டோம்  நீயே  வந்து,spirituality
"இதுகுறித்து மத்திய குற்றப்பிரிவு போலீஸார் கூறும்போது, ''எந்த விதமான முன் அனுமதியும் இன்றி சுவாதி கொலை வழக்கு படமாக்கப்பட்டுள்ளது. மேலும் படத்தின் ட்ரெய்லரும் சட்ட விரோதமாக வெளியிடப்பட்டுள்ளது. எனவே, அவர் மீது வழக்கு பதிந்துள்ளோம்'' என்றனர்.",tamil-cinema
"அது போலவே திருவோணம் நட்சத்திரத்தன்று மகாவிஷ்ணு வாமன அவதாரம் எடுத்து, பிரகலாதனின் பேரனான மஹாபலியை பாதாள லோகம் அனுப்பினார். அவ்வாறு அனுப்பும் முன் திருவோணம் அன்று தன் நாட்டிற்கு வந்து மக்களின் வேண்டுகோளை கேட்கும் /கவனிக்கும் வரத்தை தரும்படி கேட்டதாக விஷ்ணு புராணம் கூறுகிறது",spirituality
ஸ்டுடியோ க்ரீன் நிறுவனத்தின் மூலம் படங்களைத் தயாரித்து வருகிறார் கே.இ.ஞானவேல் ராஜா. இவர் தற்போது தயாரித்துவரும் படங்களில் ஒன்று ‘நோட்டா’. ,tamil-cinema
"#MMDosaWithLove என்ற ஹேஷ்டேக்கிற்கு சமூகவலைத்தளத்தில் பெரும் வரவேற்பு கிடைத்துள்ளது. இதில் சூர்யா, அசோக் செல்வன், ஜிப்ரான் உள்ளிட்ட பல்வேறு பிரபலங்களும் தோசை சுட்டுக் கொடுத்து புகைப்படங்களை பதிவிட்டு வருகிறார்கள்.",tamil-cinema
"`டிகுயான்’ என பெயர் சூட்டப்பட் டுள்ள இந்த எஸ்யுவி மாடல்கார், ஃபோக்ஸ்வேகனின் விற்பனையை அதிகரிக்க உதவும் என உறுதியாக நம்புகிறது.",business
"சினிஷ் இயக்கத்தில் ஜெய், அஞ்சலி, யோகி பாபு, ஜனனி உள்ளிட்ட பலர் நடிப்பில் வெளியாகியுள்ள படம் 'பலூன்'. யுவன் இசையமைத்துள்ள இப்படம் டிசம்பர் 29-ம் தேதி வெளியானது.",tamil-cinema
"தணிக்கையில் 'ஏ' சான்றிதழ் கிடைத்ததைத் தொடர்ந்து, செப்டம்பர் 29-ம் தேதி 'ஹர ஹர மஹாதேவகி' வெளியாகும் என படக்குழு அறிவித்துள்ளது.",tamil-cinema
"பாப் சுரேஷ், திவ்யா, சிறுமி சாதன்யா ஆகிய மூவரின் நடிப்பிலும் செயற்கைத் தன்மையே மிஞ்சுகிறது. வலுவாகச் சொல்ல வேண்டிய கருத்தை மிக சாதாரணமான காட்சிகளில் சொல்லியிருக்கிறார் இயக்குநர் சங்கர் தியாகராஜன். ",tamil-cinema
தான் அப்படி நடந்து கொண்டதற்காக மன்னிப்பு கேட்டு தயாரிப்பாளர் சங்கத்திடம் கடிதம் கொடுத்துள்ளாராம் ஞானவேல் ராஜா. அதன்மீதான நடவடிக்கை விரைவில் தெரியவரும் என்கிறார்கள்.,tamil-cinema
"அந்நிறுவனம் வெளியிட்டுள்ள அதிகாரபூர்வ அறிவிப்பில், ""அஜித் குமார் நடிக்க, சிவா இயக்கும் இந்த படத்துக்கு 'விசுவாசம்'  என்று தலைப்பிடப்பட்டுள்ளது. ",tamil-cinema
"எனவே தான் அவருடைய திரைவிமர்சனங்கள் மீது எனக்கு ஆர்வம் ஏற்பட்டது, அந்த விமர்சனங்களில் அவர் எவ்வளவு பாரபட்சமின்றி செயல்படுகிறார் என்பது என்னை உண்மையிலேயே கவர்ந்தது. அவர் சில படங்களை குப்பை என்று தள்ளிவிடுகிறார்.",tamil-cinema
'அவள்' படம் தொடர்பாக தமிழ் ராக்கர்ஸ் இணையத்திற்கு ஆதரவாக கருத்து தெரிவித்தவருக்கு சித்தார்த் காட்டமாக பதிலளித்திருக்கிறார்.,tamil-cinema
"கச்சா எண்ணெய் விலை சரிவு காரணமாக எண்ணெய் உற்பத்தியை குறைக்க, எண்ணெய் உற்பத்தி நாடுகள் (ஒபெக்) மற்றும் ஒபெக் அமைப்பில் இல்லாத பத்து நாடுகள் முடிவெடுத்திருக்கின்றன. பிறகு மேலும் 9 மாதங்களுக்கு இந்த உற்பத்தி குறைப்பு நீட்டிக்கப்பட்டது. இந்த முடிவு வரும் மார்ச் மாதம் முடிவடைகிறது. ",business
'அருவி' படத்தின் பெரும்பாலான காட்சிகள் 'சொல்வதெல்லாம் உண்மை' போன்றதொரு நிகழ்ச்சியில் நடப்பது போன்று அமைத்திருப்பார் இயக்குநர் அருண்பிரபு புருஷோத்தமன்.,tamil-cinema
 ஜனவரி 15-ம் தேதி வரையிலான காலத்தில் நேரடி வரி வசூல் 18.7 சதவீதம் உயர்ந்து ரூ.6.89 லட்சம் கோடியாக இருக்கிறது. நடப்பு நிதி ஆண்டுக்கு மொத்தமாக ரூ.9.8 லட்சம் கோடி வரி வசூல் செய்வதற்கு மத்திய அரசு இலக்கு நிர்ணயம் செய்திருக்கிறது. நிர்ணயம் செய்த தொகையில் 70.3 சதவீத தொகை வசூலாகி இருக்கிறது.,business
"நாட்டியக் கலையின் நாயகனாக நடராஜர் போற்றப்பட்டாலும், நமது பாரம்பரியமான தேவாரத் திருமுறைகளை முழுக்க முழுக்க நாட்டியத்தில் பிரதானப்படுத்தி ஆடுவது என்பது அரிதான நிகழ்வாகவே கருதப்படுகிறது.",spirituality
"தேனாண்டாள் பிலிம்ஸ் நிறுவனம் இப்படத்தை தயாரிக்க முன்வந்துள்ளது. 'ப.பாண்டி' படத்தைத் தொடர்ந்து, தனுஷ் இயக்கவுள்ள இரண்டாவது படமாக இது உருவாகவுள்ளது. இயக்குநராக மட்டுமன்றி நாயகனாகவும் நடிக்கவுள்ளார் தனுஷ். இதனை தனது ட்விட்டர் பக்கத்திலும் அவர் உறுதிப்படுத்தியுள்ளார்.",tamil-cinema
"பக்த துக்காராமுக்கு விநாயகர் என்றால் ரொம்ப பிரியம். அவர் அழைக்கும்பொழுதெல்லாம் விநாயகர் அவருடன் மதிய உணவு சாப்பிட வருவாராம். இதனைக் கேள்விப்பட்ட பெரும் செல்வந்தர் சின்சுவாட், பக்த துக்காராமைத் தனது இல்லத்தில் சாப்பிட அழைக்க நினைத்தார்.",spirituality
சீனாவில் பேட்டரி கார்களை ஊக்குவிப்பதற்காக அங்கு 1.5 லட்சம் பேட்டரி சார்ஜிங் மையங்கள் உள்ளன. மேலும் ஒரு லட்சம் சார்ஜிங் மையங்களை இந்த ஆண்டு இறுதிக்குள் உருவாக்க சீனா திட்டமிட்டுள்ளது.,business
சசி இயக்கத்தில் விஜய் ஆண்டனி நடித்திருக்கும் 'பிச்சைக்காரன்' படத்துக்கு மக்களிடையே வரவேற்பு கிடைத்திருப்பதால் திரையரங்குகள் அதிகரிக்கப்பட்டுள்ளன.,tamil-cinema
"'வேலைக்காரன்' படத்தின் ஒட்டுமொத்த படப்பிடிப்பும் முடிந்து இறுதிக்கட்டப் பணிகள் துரிதமாக நடைபெற்று வந்தது. அதன் எடிட்டிங் பணிகள் முடித்து, தணிக்கைக்கு விண்ணப்பித்திருந்தது படக்குழு.",tamil-cinema
 ராஜேஷ் இயக்கத்தில் சந்தானம் நடிக்கவுள்ள புதிய படத்தின் படப்பிடிப்பு டிசம்பரில் தொடங்கவுள்ளது,tamil-cinema
"விஜய்யின் அடுத்த படத்தை ஏ.ஆர்.முருகதாஸ் நடிக்கவுள்ளதாகவும், சன் பிக்சர்ஸ் தயாரிக்கவுள்ளதாகவும் தகவல்கள் மட்டுமே வெளியாகின. ஏ.ஆர்.முருகதாஸ் உறுதிப்படுத்தினாலும், தயாரிப்பு நிறுவனம் எந்தவொரு தகவலையும் வெளியிடாமலேயே இருந்தது.",tamil-cinema
அரசியலில் உள்ளவர்களுக்கு மந்த நிலை மாறி வேகம் பிடிக்கும். தனலாபம் அதிகரிக்கும். சிறப்பான பலன் கிடைக்க பெறுவீர்கள். புதிய பொறுப்புகள் சேரும்.,spirituality
"பரிகாரம்: சுக்கிரன், கேதுவுக்குப் பிரீதி, பரிகாரங்கள் செய்து கொள்ளவும்.",spirituality
புதிய மாடல் உருவாக்கத்துக்கு 220 கோடி டாலரை இந்நிறுவனம் ஒதுக்கியுள்ளது. ,business
"இறுதியில், பிந்துமாதவி வெளியேற்றப்படுவதாக பிக் பாஸ் அறிவித்தார். அதனைத் தொடர்ந்து மற்ற 4 பேரும் அவரை வழியனுப்பி வைத்தனர். தற்போது சிநேகன், ஆரவ், கணேஷ் வெங்கட்ராம் மற்றும் ஹரிஷ் ஆகியோரில் ஒருவர் வெற்றியாளர் என்பது உறுதியாகியுள்ளது.",tamil-cinema
சினிமாவின் அடிப்படையே திரைக்கதைதான். திரையில் கதை அவிழும் கலையே திரைக்கதை. சிந்தனைகளைக் காட்சிமொழியாக மாற்றும் முயற்சியே திரைக்கதை. அந்த முயற்சியில் கதைக்கும் சில கூடுதல் உள்ளடக்கங்களைக் கொடுத்தாக வேண்டும். கதையும் திரைக்கதையும் வெவ்வேறுதான். ஆனால் இரண்டுக்கும் இடையே மெல்லிய கோடு இருக்கிறது.,tamil-cinema
"புஷ்கர் காயத்ரி இயக்கத்தில் மாதவன், விஜய் சேதுபதி, ஷ்ரதா ஸ்ரீநாத், கதிர், வரலெட்சுமி சரத்குமார் உள்ளிட்ட பலர் நடிப்பில் உருவாகியுள்ள படம் 'விக்ரம் வேதா'. பி.எஸ்.வினோத் ஒளிப்பதிவு செய்துள்ள இப்படத்துக்கு சாம் இசையமைத்துள்ளார். சஷிகாந்த் தயாரித்திருக்கிறார்.",tamil-cinema
ஜக்கு: திடீர்னு கிளம்புனேன் மக்கு. அதான் கூப்பிட முடியலை.,tamil-cinema
சென்னையில் தொடங்கப்பட்டுள்ள படப்பிடிப்பில் விக்ரம் மற்றும் கீர்த்தி சுரேஷ் ஆகியோர் கலந்து கொண்டுள்ளனர். சென்னை படப்பிடிப்பைத் தொடர்ந்து வட இந்தியாவில் சில முக்கிய காட்சிகளை படமாக்கவுள்ளது படக்குழு.,tamil-cinema
"‘’இரண்டு காரணங்களுக்காக ‘பேவஜா’ ஆல்பம் முக்கியத்துவம் பெறுகிறது. ஒன்று, இதுதான் இந்தியாவின் முதல் வெர்டிகிள் பாப் ஆல்பம். என்னுடைய தனிப்பட்ட பாடல்களுக்காக கடந்த ஆண்டு சோனி மியூசிக் உடன் நான் ஒப்பந்தத்தில் கையெழுத்திட்டேன்.",tamil-cinema
ஸைலோவுக்கு மாற்று மஹிந்திரா டியுவி 300 பிளஸ்!,business
"இதே போல் வீட்டில் உள்ள குத்து விளக்கை நன்கு துலக்கி, சந்தனம், குங்குமம் இட்டு, பூச்செருக வேண்டும். பின்னர் நெய்யிட்டு தீபம் ஏற்றவேண்டும். தீபம் முத்துப் போல் பிரகாசிக்க வேண்டும். இவள் தீபலஷ்மி. இவளது பாதங்களில் புஷ்பம் இட்டு ஆராதிக்க வேண்டும்..",spirituality
இது என்னுடைய இந்தியா அல்ல என்று பத்திரிகையாளர் கவுரி லங்கேஷ் படுகொலை குறித்து ஏ.ஆர்.ரஹ்மான் வேதனை தெரிவித்துள்ளார்.,tamil-cinema
"இப்படம் முதலில் 260 திரையரங்குகளில் வெளியிடப்பட்டது. வரவேற்பு இருப்பதால, தற்போது 350 திரையரங்குகளாக அதிகரிக்கப்பட்டு இருக்கிறது. இதனால் படக்குழு மிகவும் மகிழ்ச்சியில் இருக்கிறது.",tamil-cinema
"பாலாஜி தரணிதரன் இயக்கத்தில் காளிதாஸ், மேகா ஆகாஷ் உள்ளிட்ட பலர் நடிப்பில் உருவாகி வரும் படம் 'ஒரு பக்க கதை'. நீண்ட நாட்களாக தயாரிப்பிலிருந்து வரும் இப்படத்தின் இறுதிகட்டப் பணிகள் தொடங்கப்பட்டு தணிக்கைக்கு விண்ணப்பிக்கப்பட்டது.",tamil-cinema
லண்டன் இசை நிகழ்ச்சி சர்ச்சை: ஏ.ஆர்.ரஹ்மான் புது முடிவு,tamil-cinema
காவிரிக் கரையில் விளக்கேற்றி வழிபாடு செய்த பின் நீராடும் பக்தர்.  ,spirituality
ஒண்ணித் திலநகையாய்  இன்னம்  புலர்ந்தின்றோ,spirituality
"அக்டோபர் 20-ம் தேதி இந்தியிலும், அக்டோபர் 21-ம் தேதி தமிழிலும் இசை நிகழ்ச்சி நடைபெறும் என்று தனது ஃபேஸ்புக் பக்கத்தில் அறிவித்துள்ளார் ஏ.ஆர்.ரஹ்மான்.",tamil-cinema
மிகுந்த இடைவெளிக்குப் பிறகு நான்காம் தலைமுறை மாடலை 2004-ம் ஆண்டு அறிமுகப்படுத்தியது.,business
"சென்னை, ஹைதராபாத், மும்பை உள்ளிட்ட பல இடங்களில் இதன் படப்பிடிப்பு நடைபெற்றுள்ளது. தற்போது சென்னையில் இறுதிக்கட்ட படப்பிடிப்பு நடைபெற்று வருகிறது.",tamil-cinema
பாரத பிரதமரின் வேலைவாய்ப்பு உருவாக்கம் ( பிஎம்இஜிபி) திட்டத்தின் கீழ் தொழில் தொடங்குவதற்கான கடனுதவி ஒப்புதல் பல மட்டங்களில் கால தாமதமாவதாக புள்ளிவிவரங்கள் தெரிவிக்கின்றன. எம்எஸ்எம்இ அமைச்சகம் உருவாக்கிய ஆணையமே இதை உறுதிப்படுத்தியுள்ளது.,business
"இந்திய பங்குச்சந்தைகள் இரண்டாவது நாளாக இன்றும் புதிய உச்சத்தை தொட்டன. மும்பை பங்குச்சந்தை குறியீட்டு எண்ணான சென்செக்ஸ் 35,476 புள்ளிகளைக் கடந்தது",business
இணையதளங்களில் அனைத்து மொழி படங்களைப் பற்றிய தகவல்களை கொடுப்பதில் முக்கியமானது IMDb. 2017-ம் ஆண்டிற்கான சிறந்த 10 இந்திய படங்களை வெளியிட்டு இருக்கிறது.,tamil-cinema
கஜேந்திரகிரி மலையடிவாரத்தில் அமைந்துள்ள இந்த ஆலயம் மூலிகைகள் நிறைந்த வனத்தையொட்டி அமைந்துள்ளது. கோயிலுக்கு அருகிலிருக்கும் குளத்தில் கோடைக் காலத்திலும் நீர் நிறைந்திருக்கும் சிறப்பு வாய்ந்தது. கோயில் தல விருட்சமாக பல நூறு ஆண்டுகள் பழமையான இலுப்பை மரம் நெடுநெடுவென வளர்ந்து நிற்கிறது.,spirituality
சென்செக்ஸ் 284 புள்ளிகள் சரிந்து 33033 புள்ளியில் முடிவடைந்தது. அதேபோல நிப்டி 95 புள்ளிகள் சரிவடைந்து 10154 புள்ளியில் முடிவடைந்தது.,business
"ஞானியாக இருந்தும் அவர், “எனக்குத் தெரியாது” என்று சொல்லப் பயப்படவேயில்லை. அவர் பாசாங்கு செய்வதற்குப் பதிலாக, உண்மையை ஒப்புக்கொள்வதைத் தேர்ந்தெடுத்திருக்கிறார். ஏன் எல்லாவற்றையும் அறிந்துவைத்திருப்பதைப் போன்று பாசாங்கு செய்ய வேண்டும்? அப்படிச் சொல்லி எதற்காக அறியாமையின் உலகத்தில் வாழ வேண்டும்?",spirituality
"வித்தியாசமான கதாபாத்திரத்தில் நிதின் சத்யா தனித்துத் தெரிகிறார். கவுரவத் தோற்றம் என்றாலும் கருணாஸின் நடிப்பு சிறப்பு. அருள் தாஸ், மதுசூதனன் ராவின் நடிப்பு கன கச்சிதம். அந்த இரட்டையர்கள் யார்? தேர்ந்த நடிப்பை வழங்கியிருக்கிறார்கள்.",tamil-cinema
மயிலாப்பூர் அருள்மிகு கற்பகாம்பாள் உடனுறை கபாலீஸ்வரர் திருக்கோயிலில் அஷ்டபந்தன கும்பாபிஷேகம் நடைபெற உள்ளது. பார்வதி தேவி மயில் வடிவம் எடுத்து சிவபெருமானை பூஜித்த தலம் என்பதால் மயிலாப்பூர் என இத்தலம் புகழ் பெற்றது.,spirituality
இந்த காலகட்டத்தில் அதன் இதயத் துடிப்பை சீராக்க உதவுவது எது தெரியுமா? குழந்தையின் இடுப்பில் கட்டப்படும் அரைஞாண் கயிறு என்கிறார்கள் ஆச்சார்யர்கள். இடுப்பு க்குஅருகில் மட்டுமே ரத்தக் குழாய்கள் மெலிதாக இருக்கும். அதேபோல் தோலின் மிக அருகில் செல்கின்றன.,spirituality
இதனைத் தொடர்ந்து டாடா ஹவுஸிங் நிறுவனத்துடன் கூட்டு சேர்கிறது. இது தொடர்பாக இரண்டு நிறுவனங்களும் கூட்டாக வெளியிட்டுள்ள அறிக்கையில் இதனைத் தெரிவித்துள்ளன. மும்பையில் டாடா ஹவுஸிங் தொடங்கும் வீட்டு திட்டத்தில் ஹைன்ஸ் நிறுவனம் 23 மில்லியன் டாலர் ( ரூ.150கோடி) முதலீட்டினை மேற்கொள்ளும். ,business
மேற்கு வங்க மாநிலத்தில் அதானி குழுமம் ரூ.750 கோடி முதலீடு ,business
தெரியவில்லை. தேசிய விருது கிடைத்தால் சந்தோஷம். கிடைக்க வில்லை என்றால் அடுத்த படங்களில் இன்னும் முயற்சி செய்வேன். அவ்வளவுதான்.,tamil-cinema
இதனால் பல்வேறு முன்னணி ஒளிப்பதிவாளர்களிடம் பேச்சுவார்த்தை நடத்தி வந்தது படக்குழு. இறுதியாக '24' படத்துக்காக தேசிய விருது வென்ற திரு-வை ஒளிப்பதிவாளராக ஒப்பந்தம் செய்துள்ளார்கள்.,tamil-cinema
"தற்போது வசூலிக்கப்படும் கேளிக்கை வரியும் ஜிஎஸ்டியில் அடங்குமா என்பது குறித்து மத்திய மாநில அரசுகள் தெளிவுபடுத்த வேண்டும். தமிழகத்துக்கான ஜிஎஸ்டி வேறா என்பதையும் தமிழக அரசே தெளிவுபடுத்த வேண்டும்"" என்று தெரிவித்துள்ளார்.",tamil-cinema
கோடைக் காலம் தொடங்கும் முன்பாகவே வெயிலின் கொடுமை சென்னை மக்களை வாட்டி வதைக்கத் தொடங்கியுள்ளது. வெயிலின் கொடுமையைத் தாக்குப் பிடிக்க நிறுவனங்கள் தங்களுக்கு ``ஹீட் அலவன்ஸ்’’ அளிக்க வேண்டும் என்று சென்னையில் உள்ள கார் தயாரிப்பு நிறுவன ஊழியர்கள் நிர்வாகத்தைக் கோரி வருகின்றனர்.,business
குருப்பெயர்ச்சி பொதுப்பலன்கள்: கன்னி ராசி வாசகர்களே!,spirituality
"18.12.17 திங்கட்கிழமை. முதல்நாள் அமாவாசை இன்றும் தொடர்கிறது. திங்கட்கிழமையாகவும் இருப்பதால், இதை அமாசோமப் பிரதட்சிணம் என்று போற்றுகிறார்கள் என்கிறார் சென்னை நங்கநல்லூர் அர்த்தநாரீஸ்வரர் கோயிலின் பாலாஜி வாத்தியார்.",spirituality
பரிகாரம்: தினமும் அருகிலிருக்கும் முருகன் ஆலயத்திற்குச் சென்று அரளிப்பூ அர்ப்பணித்து வர இடர்பாடுகள் அகலும்.,spirituality
தமிழ் சினிமாவின் தன்னிகரற்ற நகைச்சுவை நடிகர் கவுண்டமணி. 1980- 90களில் காமெடி உலகைக் கட்டியாண்டவர். ரசிகர்கள் அவரின் பிறந்தநாளை முன்னிட்டு #HBDGoundamani என்ற ஹேஷ்டேகை இந்திய அளவில் ட்ரெண்டாக்கி வருகின்றனர்.,tamil-cinema
"கல்யாணத்திற்கு முன்தினம் சம்பந்திகள் இருவரும் சீட்டு ஆட நேரிடுகிறது. ஆனால் டெல்லி குமாரின் குடும்ப டாக்டர் சீட்டாட்டத்தில் செய்த தில்லுமுல்லுவை முரளி செய்ததாகத் தவறாகப் புரிந்து கொள்ளும் டெல்லி குமார், முரளியைத் தாறுமாறாகப் பேசி விடுவார்! ",business
"சமீபத்தில் விஷால் அளித்திருந்த ஒரு பேட்டியில், “லெட்சுமிகரமான பெண்ணுடன் என் திருமணம் நடைபெறும். நடிகர் சங்க கல்யாண மண்டபத்தின் பணிகள் முடிவடைந்தவுடன், அதில் திருமணம் செய்துகொள்வேன்” என்று கூறியிருந்தார். இது இவர்களின் காதல் பற்றிய செய்திகளை உறுதிப்படுத்தும் விதமாக இருந்தது.",tamil-cinema
"மறைந்த பழம்பெரும் நடிகை சாவித்ரியின் வாழ்க்கை வரலாற்றை முன்னிலைப்படுத்தி எடுக்கப்படும் படம் 'மகாநதி'. தமிழ், மலையாளம் மற்றும் தெலுங்கு என மூன்று மொழிகளில் படம் வெளியாக உள்ளது. நடிகை சாவித்ரியாக கீர்த்தி சுரேஷ் நடிக்கிறார்.",tamil-cinema
இந்தியாவில் செயல்பாடுகளைத் தொடங்கி 20 ஆண்டுகளை நிறுவனம் நிறைவு செய்துள்ளது. தற்போது ஆண்டு வளர்ச்சி விகிதம் ஒட்டுமொத்தமாக 10 சதவீதமாக உள்ளது. அடுத்த 7 முதல் 10 ஆண்டுகளில் 15 சதவீத வளர்ச்சியை எட்ட நிறுவனம் இலக்கு வைத்துள்ளது.,business
******************************************************************************************************,spirituality
"காற்று மாசுபாட்டைக் குறைக்க பேட்டரியில் ஓடும் வாகனங்கள்தான் தீர்வு என்ற நிலை இருந்தாலும், நிலைப்படுத்தப்பட்ட எரிவாயுவில் (சிஎன்ஜி) இயங்கும் வாகனங்கள் வெளிவிடும் புகை, ஓரளவுக்கு மாசுபாடு குறைந்ததாக இருக்கிறது.",business
சமீபத்தில் பயோ-சிஎன்ஜி மற்றும் பயோ மீத்தேன் பஸ்ஸையும் இந்நிறுவனம் அறிமுகப்படுத்தியது குறிப்பிடத்தக்கது.,business
"திரையுலகில், நீங்கள் யாரையெல்லாம் திரையில் விழிகள் விரியப் பார்த்துப் பிரமித்திருக்கிறீர்களோ... அவர்கள் அனைவருக்கும் தெரிந்த, நமக்கெல்லாம் தெரியாத முகத்துக்குச் சொந்தக்காரர்... முருகன். இன்றையப் பல பிரபலங்களுக்கு சாரதி இவர்தான்.",tamil-cinema
இத்தாலியின் பியாஜியோ நிறுவனத்தின் இந்திய பிரிவு வெஸ்பா எலகன்டே 150 ஸ்கூட்டரில் ஸ்பெஷல் எடிஷனை அறிமுகம் செய்துள்ளது. பிரீமியம் பிரிவில் அறிமுகமாகியுள்ள இந்த ஸ்கூட்டர் 150 சிசி திறன் கொண்டது.,business
மின்னணு பரிவர்த்தனை துறையில் வல்லுநர். கடந்த 20 ஆண்டுகளாக ஆசிய பசிபிக் பிராந்தியத்தில் நிதிச் சேவை மற்றும் பண பரிவர்த்தனை துறை உருவாக்கத்தில் முக்கிய பங் காற்றியுள்ளார்.,business
மியூச்சுவல் பண்ட் சொத்து மதிப்பு ரூ.20 லட்சம் கோடி,business
பரிகாரம்: தினமும் அருகிலிருக்கும் அம்மன் கோயிலுக்குச் சென்றால் மனக்கலக்கம் நீங்கும்.,spirituality
நடிகர் கமல்ஹாசன் தீவிரமாக அரசியல் பாதையில் சென்றுகொண்டிருக்கும் நிலையில் நேற்று (திங்கள்கிழமை) ஒரே நாளில் பல்வேறு ஊடகங்களுக்கும் சுழல் பேட்டி அளித்தார்.,tamil-cinema
